filename,type,category
3-124376-B-3.wav,foreground,cow
3-124600-A-19.wav,background,thunderstorm
3-125418-A-24.wav,foreground,coughing
3-126358-A-3.wav,foreground,cow
3-126358-B-3.wav,foreground,cow
3-127874-A-17.wav,background,pouring_water
3-132601-A-24.wav,foreground,coughing
3-132852-A-10.wav,background,rain
3-134699-A-16.wav,background,wind
3-134699-B-16.wav,background,wind
3-134699-C-16.wav,background,wind
3-136288-A-0.wav,foreground,dog
3-136608-A-16.wav,background,wind
3-140199-A-8.wav,foreground,sheep
3-140199-B-8.wav,foreground,sheep
3-140199-C-8.wav,foreground,sheep
3-140199-D-8.wav,foreground,sheep
3-140774-A-10.wav,background,rain
3-142005-A-10.wav,background,rain
3-142006-A-10.wav,background,rain
3-142349-A-17.wav,background,pouring_water
3-142604-A-24.wav,foreground,coughing
3-143929-A-10.wav,background,rain
3-144028-A-0.wav,foreground,dog
3-144891-A-19.wav,background,thunderstorm
3-144891-B-19.wav,background,thunderstorm
3-145487-A-24.wav,foreground,coughing
3-145719-A-17.wav,background,pouring_water
3-145774-A-12.wav,background,crackling_fire
3-146873-A-24.wav,foreground,coughing
3-147965-A-12.wav,background,crackling_fire
3-149042-A-24.wav,foreground,coughing
3-149448-A-17.wav,background,pouring_water
3-150979-A-40.wav,background,helicopter
3-150979-B-40.wav,background,helicopter
3-150979-C-40.wav,background,helicopter
3-151212-A-24.wav,foreground,coughing
3-151213-A-24.wav,foreground,coughing
3-152039-A-3.wav,foreground,cow
3-152039-B-3.wav,foreground,cow
3-154439-A-17.wav,background,pouring_water
3-154926-A-40.wav,background,helicopter
3-154926-B-40.wav,background,helicopter
3-155312-A-0.wav,foreground,dog
3-157149-A-10.wav,background,rain
3-157187-A-12.wav,background,crackling_fire
3-157487-A-10.wav,background,rain
3-157615-A-10.wav,background,rain
3-157695-A-0.wav,foreground,dog
3-158476-A-12.wav,background,crackling_fire
3-160993-A-3.wav,foreground,cow
3-161500-A-17.wav,background,pouring_water
3-163459-A-0.wav,foreground,dog
3-163727-A-3.wav,foreground,cow
3-164216-A-6.wav,foreground,hen
3-164216-B-6.wav,foreground,hen
3-164216-C-6.wav,foreground,hen
3-170015-A-0.wav,foreground,dog
3-171281-A-6.wav,foreground,hen
3-178096-A-6.wav,foreground,hen
3-180256-A-0.wav,foreground,dog
3-180977-A-0.wav,foreground,dog
3-187549-A-6.wav,foreground,hen
3-187549-B-6.wav,foreground,hen
3-188390-A-6.wav,foreground,hen
3-197408-A-8.wav,foreground,sheep
3-197408-B-8.wav,foreground,sheep
3-197408-C-8.wav,foreground,sheep
3-20861-A-8.wav,foreground,sheep
3-233151-A-2.wav,foreground,pig
3-246513-A-16.wav,background,wind
3-246513-B-16.wav,background,wind
3-253081-A-2.wav,foreground,pig
3-253084-A-2.wav,foreground,pig
3-253084-B-2.wav,foreground,pig
3-253084-C-2.wav,foreground,pig
3-253084-D-2.wav,foreground,pig
3-253084-E-2.wav,foreground,pig
3-257858-A-2.wav,foreground,pig
3-65748-A-12.wav,background,crackling_fire
3-68630-A-40.wav,background,helicopter
3-68630-B-40.wav,background,helicopter
3-68630-C-40.wav,background,helicopter
3-70962-A-4.wav,foreground,frog
3-70962-B-4.wav,foreground,frog
3-70962-C-4.wav,foreground,frog
3-71964-A-4.wav,foreground,frog
3-71964-B-4.wav,foreground,frog
3-71964-C-4.wav,foreground,frog
3-83527-A-4.wav,foreground,frog
4-125070-A-19.wav,background,thunderstorm
4-125071-A-19.wav,background,thunderstorm
4-125072-A-19.wav,background,thunderstorm
4-125072-B-19.wav,background,thunderstorm
4-125929-A-40.wav,background,helicopter
4-130584-A-4.wav,foreground,frog
4-130891-A-7.wav,background,insects
4-132383-A-2.wav,foreground,pig
4-132383-B-2.wav,foreground,pig
4-133895-A-7.wav,background,insects
4-143118-A-7.wav,background,insects
4-143118-B-7.wav,background,insects
4-144083-A-16.wav,background,wind
4-144083-B-16.wav,background,wind
4-144083-C-16.wav,background,wind
4-144085-A-16.wav,background,wind
4-147240-A-2.wav,foreground,pig
4-147240-B-2.wav,foreground,pig
4-152995-A-24.wav,foreground,coughing
4-154443-A-24.wav,foreground,coughing
4-154793-A-4.wav,foreground,frog
4-155650-A-24.wav,foreground,coughing
4-155650-B-24.wav,foreground,coughing
4-156993-A-19.wav,background,thunderstorm
4-157296-A-24.wav,foreground,coughing
4-160999-A-10.wav,background,rain
4-161127-A-10.wav,background,rain
4-161519-A-19.wav,background,thunderstorm
4-161579-A-40.wav,background,helicopter
4-161579-B-40.wav,background,helicopter
4-163264-A-10.wav,background,rain
4-163606-A-16.wav,background,wind
4-163608-B-16.wav,background,wind
4-163609-A-16.wav,background,wind
4-163609-B-16.wav,background,wind
4-164206-A-10.wav,background,rain
4-164661-A-12.wav,background,crackling_fire
4-164661-B-12.wav,background,crackling_fire
4-165813-A-19.wav,background,thunderstorm
4-165813-B-19.wav,background,thunderstorm
4-166661-A-10.wav,background,rain
4-168868-A-17.wav,background,pouring_water
4-169726-A-24.wav,foreground,coughing
4-170247-A-12.wav,background,crackling_fire
4-170247-B-12.wav,background,crackling_fire
4-171207-A-12.wav,background,crackling_fire
4-171396-A-24.wav,foreground,coughing
4-172377-A-17.wav,background,pouring_water
4-174860-A-3.wav,foreground,cow
4-174860-B-3.wav,foreground,cow
4-175000-A-40.wav,background,helicopter
4-175000-B-40.wav,background,helicopter
4-175000-C-40.wav,background,helicopter
4-177250-A-10.wav,background,rain
4-177835-A-24.wav,foreground,coughing
4-180380-A-10.wav,background,rain
4-180453-A-17.wav,background,pouring_water
4-181286-A-10.wav,background,rain
4-181563-A-12.wav,background,crackling_fire
4-181628-A-17.wav,background,pouring_water
4-181955-A-3.wav,foreground,cow
4-181955-B-3.wav,foreground,cow
4-181955-C-3.wav,foreground,cow
4-182314-A-7.wav,background,insects
4-182314-B-7.wav,background,insects
4-182368-A-12.wav,background,crackling_fire
4-182369-A-12.wav,background,crackling_fire
4-182395-A-0.wav,foreground,dog
4-182839-A-17.wav,background,pouring_water
4-183992-A-0.wav,foreground,dog
4-184575-A-0.wav,foreground,dog
4-186693-A-17.wav,background,pouring_water
4-187504-A-17.wav,background,pouring_water
4-187504-B-17.wav,background,pouring_water
4-188703-A-8.wav,foreground,sheep
4-188703-B-8.wav,foreground,sheep
4-188703-C-8.wav,foreground,sheep
4-188703-D-8.wav,foreground,sheep
4-191246-A-7.wav,background,insects
4-191246-B-7.wav,background,insects
4-191687-A-0.wav,foreground,dog
4-192236-A-0.wav,foreground,dog
4-193480-A-40.wav,background,helicopter
4-193480-B-40.wav,background,helicopter
4-194754-A-0.wav,foreground,dog
4-196671-A-8.wav,foreground,sheep
4-196671-B-8.wav,foreground,sheep
4-196672-A-8.wav,foreground,sheep
4-197103-A-6.wav,foreground,hen
4-199261-A-0.wav,foreground,dog
4-200330-A-6.wav,foreground,hen
4-200330-B-6.wav,foreground,hen
4-204830-A-6.wav,foreground,hen
4-207124-A-0.wav,foreground,dog
4-213915-A-3.wav,foreground,cow
4-213915-B-3.wav,foreground,cow
4-213915-C-3.wav,foreground,cow
4-232495-A-6.wav,foreground,hen
4-234644-A-2.wav,foreground,pig
4-234879-A-6.wav,foreground,hen
4-244318-A-6.wav,foreground,hen
4-250864-A-8.wav,foreground,sheep
4-250869-A-2.wav,foreground,pig
4-250869-B-2.wav,foreground,pig
4-250869-C-2.wav,foreground,pig
4-253649-A-6.wav,foreground,hen
4-99193-A-4.wav,foreground,frog
4-99193-B-4.wav,foreground,frog
4-99644-A-4.wav,foreground,frog
4-99644-B-4.wav,foreground,frog
4-99644-C-4.wav,foreground,frog
4-99644-D-4.wav,foreground,frog
5-103415-A-2.wav,foreground,pig
5-103416-A-2.wav,foreground,pig
5-103418-A-2.wav,foreground,pig
5-103420-A-2.wav,foreground,pig
5-103421-A-2.wav,foreground,pig
5-103422-A-2.wav,foreground,pig
5-117250-A-2.wav,foreground,pig
5-117773-A-16.wav,background,wind
5-127990-A-2.wav,foreground,pig
5-156026-A-4.wav,foreground,frog
5-156026-B-4.wav,foreground,frog
5-156026-C-4.wav,foreground,frog
5-156026-D-4.wav,foreground,frog
5-156999-A-19.wav,background,thunderstorm
5-156999-B-19.wav,background,thunderstorm
5-156999-C-19.wav,background,thunderstorm
5-156999-D-19.wav,background,thunderstorm
5-156999-E-19.wav,background,thunderstorm
5-157204-A-16.wav,background,wind
5-157204-B-16.wav,background,wind
5-177957-A-40.wav,background,helicopter
5-177957-B-40.wav,background,helicopter
5-177957-C-40.wav,background,helicopter
5-177957-D-40.wav,background,helicopter
5-177957-E-40.wav,background,helicopter
5-178997-A-24.wav,foreground,coughing
5-179496-A-16.wav,background,wind
5-179496-B-16.wav,background,wind
5-181766-A-10.wav,background,rain
5-184871-A-24.wav,foreground,coughing
5-186924-A-12.wav,background,crackling_fire
5-187201-A-4.wav,foreground,frog
5-187201-B-4.wav,foreground,frog
5-188495-A-19.wav,background,thunderstorm
5-188655-A-10.wav,background,rain
5-189212-A-12.wav,background,crackling_fire
5-189237-A-12.wav,background,crackling_fire
5-189795-A-4.wav,foreground,frog
5-191131-A-40.wav,background,helicopter
5-192191-A-19.wav,background,thunderstorm
5-193339-A-10.wav,background,rain
5-193473-A-12.wav,background,crackling_fire
5-193473-B-12.wav,background,crackling_fire
5-194892-A-10.wav,background,rain
5-194899-A-3.wav,foreground,cow
5-194899-B-3.wav,foreground,cow
5-194899-C-3.wav,foreground,cow
5-194899-D-3.wav,foreground,cow
5-194932-A-7.wav,background,insects
5-195517-A-7.wav,background,insects
5-195518-A-7.wav,background,insects
5-195557-A-19.wav,background,thunderstorm
5-195710-A-10.wav,background,rain
5-197446-A-7.wav,background,insects
5-198278-A-7.wav,background,insects
5-198278-B-7.wav,background,insects
5-198278-C-7.wav,background,insects
5-198321-A-10.wav,background,rain
5-198891-A-8.wav,foreground,sheep
5-198891-B-8.wav,foreground,sheep
5-198891-C-8.wav,foreground,sheep
5-198891-D-8.wav,foreground,sheep
5-200329-A-8.wav,foreground,sheep
5-200329-B-8.wav,foreground,sheep
5-200329-C-8.wav,foreground,sheep
5-202795-A-3.wav,foreground,cow
5-202898-A-10.wav,background,rain
5-203128-A-0.wav,foreground,dog
5-203128-B-0.wav,foreground,dog
5-203739-A-10.wav,background,rain
5-204604-A-24.wav,foreground,coughing
5-205589-A-17.wav,background,pouring_water
5-205589-B-17.wav,background,pouring_water
5-205898-A-40.wav,background,helicopter
5-207681-A-24.wav,foreground,coughing
5-207781-A-17.wav,background,pouring_water
5-208030-A-0.wav,foreground,dog
5-208761-A-24.wav,foreground,coughing
5-209719-A-24.wav,foreground,coughing
5-211197-A-24.wav,foreground,coughing
5-212454-A-0.wav,foreground,dog
5-212730-A-17.wav,background,pouring_water
5-212734-A-17.wav,background,pouring_water
5-212736-A-17.wav,background,pouring_water
5-213802-A-12.wav,background,crackling_fire
5-213855-A-0.wav,foreground,dog
5-214362-A-17.wav,background,pouring_water
5-215634-A-17.wav,background,pouring_water
5-215658-A-12.wav,background,crackling_fire
5-215658-B-12.wav,background,crackling_fire
5-217158-A-0.wav,foreground,dog
5-217186-A-16.wav,background,wind
5-217186-B-16.wav,background,wind
5-217186-C-16.wav,background,wind
5-220955-A-40.wav,background,helicopter
5-231762-A-0.wav,foreground,dog
5-233787-A-7.wav,background,insects
5-237499-A-4.wav,foreground,frog
5-242492-A-3.wav,foreground,cow
5-244315-A-6.wav,foreground,hen
5-244315-B-6.wav,foreground,hen
5-244315-C-6.wav,foreground,hen
5-248341-A-6.wav,foreground,hen
5-248341-B-6.wav,foreground,hen
5-248341-C-6.wav,foreground,hen
5-251489-A-24.wav,foreground,coughing
5-253085-A-3.wav,foreground,cow
5-253085-B-3.wav,foreground,cow
5-263831-A-6.wav,foreground,hen
5-263831-B-6.wav,foreground,hen
5-61635-A-8.wav,foreground,sheep
5-9032-A-0.wav,foreground,dog
