mix_id,split,mix_path,background_id,transient_id,target_snr_db,onset_s,duration_s,sample_rate,seed
mix_train_000048,train,data/mixes/train/mix_train_000048_snr_+5.wav,3-103051-C-19,4-204830-A-6,5,1.7998499913967079,10.0,48000,42
mix_train_000049,train,data/mixes/train/mix_train_000049_snr_-10.wav,4-133895-A-7,3-124376-A-3,-10,2.705234498136323,10.0,48000,42
mix_train_000050,train,data/mixes/train/mix_train_000050_snr_-5.wav,4-133895-A-7,3-124376-A-3,-5,3.121603318003211,10.0,48000,42
mix_train_000051,train,data/mixes/train/mix_train_000051_snr_+0.wav,4-133895-A-7,3-124376-A-3,0,8.466075023949672,10.0,48000,42
mix_train_000052,train,data/mixes/train/mix_train_000052_snr_+5.wav,4-133895-A-7,3-124376-A-3,5,8.046913389491516,10.0,48000,42
mix_train_000053,train,data/mixes/train/mix_train_000053_snr_-10.wav,1-47714-A-16,5-203128-B-0,-10,3.9562167099110717,10.0,48000,42
mix_train_000054,train,data/mixes/train/mix_train_000054_snr_-5.wav,1-47714-A-16,5-203128-B-0,-5,2.2619746588578558,10.0,48000,42
mix_train_000055,train,data/mixes/train/mix_train_000055_snr_+0.wav,1-47714-A-16,5-203128-B-0,0,7.669959637118456,10.0,48000,42
mix_train_000056,train,data/mixes/train/mix_train_000056_snr_+5.wav,1-47714-A-16,5-203128-B-0,5,6.628319400698968,10.0,48000,42
mix_train_000057,train,data/mixes/train/mix_train_000057_snr_-10.wav,1-73585-A-7,5-244315-A-6,-10,1.0625848572172636,10.0,48000,42
mix_train_000058,train,data/mixes/train/mix_train_000058_snr_-5.wav,1-73585-A-7,5-244315-A-6,-5,7.536833080923693,10.0,48000,42
mix_train_000059,train,data/mixes/train/mix_train_000059_snr_+0.wav,1-73585-A-7,5-244315-A-6,0,3.395030017599823,10.0,48000,42
mix_train_000060,train,data/mixes/train/mix_train_000060_snr_+5.wav,1-73585-A-7,5-244315-A-6,5,6.307109719728619,10.0,48000,42
mix_train_000061,train,data/mixes/train/mix_train_000061_snr_-10.wav,1-172649-C-40,3-180977-A-0,-10,3.1157273718970213,10.0,48000,42
mix_train_000062,train,data/mixes/train/mix_train_000062_snr_-5.wav,1-172649-C-40,3-180977-A-0,-5,8.117701656045673,10.0,48000,42
mix_train_000063,train,data/mixes/train/mix_train_000063_snr_+0.wav,1-172649-C-40,3-180977-A-0,0,6.9393334718479895,10.0,48000,42
mix_train_000064,train,data/mixes/train/mix_train_000064_snr_+5.wav,1-172649-C-40,3-180977-A-0,5,2.2435832781999236,10.0,48000,42
mix_train_000065,train,data/mixes/train/mix_train_000065_snr_-10.wav,3-134699-C-16,4-207124-A-0,-10,5.838638616241791,10.0,48000,42
mix_train_000066,train,data/mixes/train/mix_train_000066_snr_-5.wav,3-134699-C-16,4-207124-A-0,-5,6.740897497110383,10.0,48000,42
mix_train_000067,train,data/mixes/train/mix_train_000067_snr_+0.wav,3-134699-C-16,4-207124-A-0,0,2.6287784986196234,10.0,48000,42
mix_train_000068,train,data/mixes/train/mix_train_000068_snr_+5.wav,3-134699-C-16,4-207124-A-0,5,6.073903671080638,10.0,48000,42
mix_train_000069,train,data/mixes/train/mix_train_000069_snr_-10.wav,1-69760-A-16,2-110614-B-8,-10,5.043272464783898,10.0,48000,42
mix_train_000070,train,data/mixes/train/mix_train_000070_snr_-5.wav,1-69760-A-16,2-110614-B-8,-5,3.008970016559153,10.0,48000,42
mix_train_000071,train,data/mixes/train/mix_train_000071_snr_+0.wav,1-69760-A-16,2-110614-B-8,0,8.265272369748576,10.0,48000,42
mix_train_000072,train,data/mixes/train/mix_train_000072_snr_+5.wav,1-69760-A-16,2-110614-B-8,5,1.4063911493002452,10.0,48000,42
mix_train_000073,train,data/mixes/train/mix_train_000073_snr_-10.wav,4-163264-A-10,1-97392-A-0,-10,7.634784714977754,10.0,48000,42
mix_train_000074,train,data/mixes/train/mix_train_000074_snr_-5.wav,4-163264-A-10,1-97392-A-0,-5,1.3526940943924002,10.0,48000,42
mix_train_000075,train,data/mixes/train/mix_train_000075_snr_+0.wav,4-163264-A-10,1-97392-A-0,0,3.6684523088407053,10.0,48000,42
mix_train_000076,train,data/mixes/train/mix_train_000076_snr_+5.wav,4-163264-A-10,1-97392-A-0,5,2.046557285613618,10.0,48000,42
mix_train_000077,train,data/mixes/train/mix_train_000077_snr_-10.wav,2-109374-A-16,4-194754-A-0,-10,2.292655810191089,10.0,48000,42
mix_train_000078,train,data/mixes/train/mix_train_000078_snr_-5.wav,2-109374-A-16,4-194754-A-0,-5,4.534684094886805,10.0,48000,42
mix_train_000079,train,data/mixes/train/mix_train_000079_snr_+0.wav,2-109374-A-16,4-194754-A-0,0,6.645339574079926,10.0,48000,42
mix_train_000080,train,data/mixes/train/mix_train_000080_snr_+5.wav,2-109374-A-16,4-194754-A-0,5,5.487254918197971,10.0,48000,42
mix_train_000081,train,data/mixes/train/mix_train_000081_snr_-10.wav,2-188822-C-40,2-72268-A-6,-10,1.6019508805901364,10.0,48000,42
mix_train_000082,train,data/mixes/train/mix_train_000082_snr_-5.wav,2-188822-C-40,2-72268-A-6,-5,8.064851146401143,10.0,48000,42
mix_train_000083,train,data/mixes/train/mix_train_000083_snr_+0.wav,2-188822-C-40,2-72268-A-6,0,8.231428572479146,10.0,48000,42
mix_train_000084,train,data/mixes/train/mix_train_000084_snr_+5.wav,2-188822-C-40,2-72268-A-6,5,5.364722313644179,10.0,48000,42
mix_train_000085,train,data/mixes/train/mix_train_000085_snr_-10.wav,5-205589-A-17,2-120587-A-6,-10,5.660076531918352,10.0,48000,42
mix_train_000086,train,data/mixes/train/mix_train_000086_snr_-5.wav,5-205589-A-17,2-120587-A-6,-5,2.184750284539861,10.0,48000,42
mix_train_000087,train,data/mixes/train/mix_train_000087_snr_+0.wav,5-205589-A-17,2-120587-A-6,0,2.01956415425711,10.0,48000,42
mix_train_000088,train,data/mixes/train/mix_train_000088_snr_+5.wav,5-205589-A-17,2-120587-A-6,5,3.4660667994410694,10.0,48000,42
mix_train_000089,train,data/mixes/train/mix_train_000089_snr_-10.wav,3-144891-A-19,4-132383-A-2,-10,8.191397092211798,10.0,48000,42
mix_train_000090,train,data/mixes/train/mix_train_000090_snr_-5.wav,3-144891-A-19,4-132383-A-2,-5,2.6806123067180323,10.0,48000,42
mix_train_000091,train,data/mixes/train/mix_train_000091_snr_+0.wav,3-144891-A-19,4-132383-A-2,0,2.9962379137833954,10.0,48000,42
mix_train_000092,train,data/mixes/train/mix_train_000092_snr_+5.wav,3-144891-A-19,4-132383-A-2,5,1.822348973374285,10.0,48000,42
mix_train_000093,train,data/mixes/train/mix_train_000093_snr_-10.wav,5-181766-A-10,1-260640-A-2,-10,8.790696181098312,10.0,48000,42
mix_train_000094,train,data/mixes/train/mix_train_000094_snr_-5.wav,5-181766-A-10,1-260640-A-2,-5,6.995820889148314,10.0,48000,42
mix_train_000095,train,data/mixes/train/mix_train_000095_snr_+0.wav,5-181766-A-10,1-260640-A-2,0,8.406110580556453,10.0,48000,42
mix_train_000096,train,data/mixes/train/mix_train_000096_snr_+5.wav,5-181766-A-10,1-260640-A-2,5,2.8938986578348693,10.0,48000,42
mix_train_000097,train,data/mixes/train/mix_train_000097_snr_-10.wav,5-215658-A-12,1-208757-E-2,-10,8.809648263447702,10.0,48000,42
mix_train_000098,train,data/mixes/train/mix_train_000098_snr_-5.wav,5-215658-A-12,1-208757-E-2,-5,7.486173759523175,10.0,48000,42
mix_train_000099,train,data/mixes/train/mix_train_000099_snr_+0.wav,5-215658-A-12,1-208757-E-2,0,8.051329637306594,10.0,48000,42
mix_train_000100,train,data/mixes/train/mix_train_000100_snr_+5.wav,5-215658-A-12,1-208757-E-2,5,1.1982908951855098,10.0,48000,42
mix_train_000101,train,data/mixes/train/mix_train_000101_snr_-10.wav,4-180453-A-17,1-30344-A-0,-10,7.259091969181053,10.0,48000,42
mix_train_000102,train,data/mixes/train/mix_train_000102_snr_-5.wav,4-180453-A-17,1-30344-A-0,-5,4.293705332412429,10.0,48000,42
mix_train_000103,train,data/mixes/train/mix_train_000103_snr_+0.wav,4-180453-A-17,1-30344-A-0,0,6.359257034305574,10.0,48000,42
mix_train_000104,train,data/mixes/train/mix_train_000104_snr_+5.wav,4-180453-A-17,1-30344-A-0,5,6.8804603106230084,10.0,48000,42
mix_train_000105,train,data/mixes/train/mix_train_000105_snr_-10.wav,4-144083-A-16,4-188703-A-8,-10,3.1344456767557762,10.0,48000,42
mix_train_000106,train,data/mixes/train/mix_train_000106_snr_-5.wav,4-144083-A-16,4-188703-A-8,-5,7.298996073083769,10.0,48000,42
mix_train_000107,train,data/mixes/train/mix_train_000107_snr_+0.wav,4-144083-A-16,4-188703-A-8,0,1.864765011223657,10.0,48000,42
mix_train_000108,train,data/mixes/train/mix_train_000108_snr_+5.wav,4-144083-A-16,4-188703-A-8,5,7.977334263248718,10.0,48000,42
mix_train_000109,train,data/mixes/train/mix_train_000109_snr_-10.wav,2-99955-C-7,4-174860-B-3,-10,2.7794697403653155,10.0,48000,42
mix_train_000110,train,data/mixes/train/mix_train_000110_snr_-5.wav,2-99955-C-7,4-174860-B-3,-5,7.532692844775432,10.0,48000,42
mix_train_000111,train,data/mixes/train/mix_train_000111_snr_+0.wav,2-99955-C-7,4-174860-B-3,0,4.682425877431537,10.0,48000,42
mix_train_000112,train,data/mixes/train/mix_train_000112_snr_+5.wav,2-99955-C-7,4-174860-B-3,5,3.4415269387088046,10.0,48000,42
mix_train_000113,train,data/mixes/train/mix_train_000113_snr_-10.wav,4-181563-A-12,1-77241-A-3,-10,2.783388377646472,10.0,48000,42
mix_train_000114,train,data/mixes/train/mix_train_000114_snr_-5.wav,4-181563-A-12,1-77241-A-3,-5,6.280265461989032,10.0,48000,42
mix_train_000115,train,data/mixes/train/mix_train_000115_snr_+0.wav,4-181563-A-12,1-77241-A-3,0,4.187727828518268,10.0,48000,42
mix_train_000116,train,data/mixes/train/mix_train_000116_snr_+5.wav,4-181563-A-12,1-77241-A-3,5,3.2288244881840313,10.0,48000,42
mix_train_000117,train,data/mixes/train/mix_train_000117_snr_-10.wav,5-156999-B-19,3-253084-D-2,-10,8.73511283238689,10.0,48000,42
mix_train_000118,train,data/mixes/train/mix_train_000118_snr_-5.wav,5-156999-B-19,3-253084-D-2,-5,3.2329999417749713,10.0,48000,42
mix_train_000119,train,data/mixes/train/mix_train_000119_snr_+0.wav,5-156999-B-19,3-253084-D-2,0,6.1318539088610216,10.0,48000,42
mix_train_000120,train,data/mixes/train/mix_train_000120_snr_+5.wav,5-156999-B-19,3-253084-D-2,5,4.197427074880487,10.0,48000,42
mix_train_000121,train,data/mixes/train/mix_train_000121_snr_-10.wav,1-46938-A-7,4-196672-A-8,-10,3.6491989457152565,10.0,48000,42
mix_train_000122,train,data/mixes/train/mix_train_000122_snr_-5.wav,1-46938-A-7,4-196672-A-8,-5,1.2208042809570872,10.0,48000,42
mix_train_000123,train,data/mixes/train/mix_train_000123_snr_+0.wav,1-46938-A-7,4-196672-A-8,0,8.016307292604482,10.0,48000,42
mix_train_000124,train,data/mixes/train/mix_train_000124_snr_+5.wav,1-46938-A-7,4-196672-A-8,5,3.0897215711216814,10.0,48000,42
mix_train_000125,train,data/mixes/train/mix_train_000125_snr_-10.wav,1-69760-A-16,5-198891-C-8,-10,1.3060575788261017,10.0,48000,42
mix_train_000126,train,data/mixes/train/mix_train_000126_snr_-5.wav,1-69760-A-16,5-198891-C-8,-5,5.772570039901957,10.0,48000,42
mix_train_000127,train,data/mixes/train/mix_train_000127_snr_+0.wav,1-69760-A-16,5-198891-C-8,0,3.765496893438402,10.0,48000,42
mix_train_000128,train,data/mixes/train/mix_train_000128_snr_+5.wav,1-69760-A-16,5-198891-C-8,5,7.2914254256294555,10.0,48000,42
mix_train_000129,train,data/mixes/train/mix_train_000129_snr_-10.wav,1-26222-A-10,5-194899-B-3,-10,5.849670826449146,10.0,48000,42
mix_train_000130,train,data/mixes/train/mix_train_000130_snr_-5.wav,1-26222-A-10,5-194899-B-3,-5,5.091384477355825,10.0,48000,42
mix_train_000131,train,data/mixes/train/mix_train_000131_snr_+0.wav,1-26222-A-10,5-194899-B-3,0,4.081563466757817,10.0,48000,42
mix_train_000132,train,data/mixes/train/mix_train_000132_snr_+5.wav,1-26222-A-10,5-194899-B-3,5,5.612704347972796,10.0,48000,42
mix_train_000133,train,data/mixes/train/mix_train_000133_snr_-10.wav,4-163609-A-16,5-198891-B-8,-10,1.3550922697058487,10.0,48000,42
mix_train_000134,train,data/mixes/train/mix_train_000134_snr_-5.wav,4-163609-A-16,5-198891-B-8,-5,4.488460123639778,10.0,48000,42
mix_train_000135,train,data/mixes/train/mix_train_000135_snr_+0.wav,4-163609-A-16,5-198891-B-8,0,5.159362788532683,10.0,48000,42
mix_train_000136,train,data/mixes/train/mix_train_000136_snr_+5.wav,4-163609-A-16,5-198891-B-8,5,7.452086957600831,10.0,48000,42
mix_train_000137,train,data/mixes/train/mix_train_000137_snr_-10.wav,5-215658-B-12,1-69422-A-3,-10,3.9137717742501135,10.0,48000,42
mix_train_000138,train,data/mixes/train/mix_train_000138_snr_-5.wav,5-215658-B-12,1-69422-A-3,-5,1.5597904890104815,10.0,48000,42
mix_train_000139,train,data/mixes/train/mix_train_000139_snr_+0.wav,5-215658-B-12,1-69422-A-3,0,6.313901479290179,10.0,48000,42
mix_train_000140,train,data/mixes/train/mix_train_000140_snr_+5.wav,5-215658-B-12,1-69422-A-3,5,3.641600288340771,10.0,48000,42
mix_train_000141,train,data/mixes/train/mix_train_000141_snr_-10.wav,2-102414-A-17,3-20861-A-8,-10,6.307099810124354,10.0,48000,42
mix_train_000142,train,data/mixes/train/mix_train_000142_snr_-5.wav,2-102414-A-17,3-20861-A-8,-5,1.997002525314942,10.0,48000,42
mix_train_000143,train,data/mixes/train/mix_train_000143_snr_+0.wav,2-102414-A-17,3-20861-A-8,0,8.200374680776731,10.0,48000,42
mix_train_000144,train,data/mixes/train/mix_train_000144_snr_+5.wav,2-102414-A-17,3-20861-A-8,5,5.056980032282153,10.0,48000,42
mix_train_000145,train,data/mixes/train/mix_train_000145_snr_-10.wav,5-193339-A-10,5-208030-A-0,-10,3.609463238859199,10.0,48000,42
mix_train_000146,train,data/mixes/train/mix_train_000146_snr_-5.wav,5-193339-A-10,5-208030-A-0,-5,6.577667313555192,10.0,48000,42
mix_train_000147,train,data/mixes/train/mix_train_000147_snr_+0.wav,5-193339-A-10,5-208030-A-0,0,5.4352998213343495,10.0,48000,42
mix_train_000148,train,data/mixes/train/mix_train_000148_snr_+5.wav,5-193339-A-10,5-208030-A-0,5,2.53472074392118,10.0,48000,42
mix_train_000149,train,data/mixes/train/mix_train_000149_snr_-10.wav,5-212736-A-17,2-123896-A-24,-10,6.418543562181863,10.0,48000,42
mix_train_000150,train,data/mixes/train/mix_train_000150_snr_-5.wav,5-212736-A-17,2-123896-A-24,-5,8.22244436586066,10.0,48000,42
mix_train_000151,train,data/mixes/train/mix_train_000151_snr_+0.wav,5-212736-A-17,2-123896-A-24,0,5.924119327611044,10.0,48000,42
mix_train_000152,train,data/mixes/train/mix_train_000152_snr_+5.wav,5-212736-A-17,2-123896-A-24,5,3.4075989965245226,10.0,48000,42
mix_train_000153,train,data/mixes/train/mix_train_000153_snr_-10.wav,1-24524-C-19,5-209719-A-24,-10,3.4309995941468303,10.0,48000,42
mix_train_000154,train,data/mixes/train/mix_train_000154_snr_-5.wav,1-24524-C-19,5-209719-A-24,-5,2.6814614790611353,10.0,48000,42
mix_train_000155,train,data/mixes/train/mix_train_000155_snr_+0.wav,1-24524-C-19,5-209719-A-24,0,7.286070619820641,10.0,48000,42
mix_train_000156,train,data/mixes/train/mix_train_000156_snr_+5.wav,1-24524-C-19,5-209719-A-24,5,5.853292563838101,10.0,48000,42
mix_train_000157,train,data/mixes/train/mix_train_000157_snr_-10.wav,1-67152-A-17,5-187201-A-4,-10,4.719905521976114,10.0,48000,42
mix_train_000158,train,data/mixes/train/mix_train_000158_snr_-5.wav,1-67152-A-17,5-187201-A-4,-5,4.537278394438459,10.0,48000,42
mix_train_000159,train,data/mixes/train/mix_train_000159_snr_+0.wav,1-67152-A-17,5-187201-A-4,0,2.7096112079128023,10.0,48000,42
mix_train_000160,train,data/mixes/train/mix_train_000160_snr_+5.wav,1-67152-A-17,5-187201-A-4,5,4.78548948727461,10.0,48000,42
mix_train_000161,train,data/mixes/train/mix_train_000161_snr_-10.wav,5-213802-A-12,3-151213-A-24,-10,6.270805959987374,10.0,48000,42
mix_train_000162,train,data/mixes/train/mix_train_000162_snr_-5.wav,5-213802-A-12,3-151213-A-24,-5,3.2702912399442194,10.0,48000,42
mix_train_000163,train,data/mixes/train/mix_train_000163_snr_+0.wav,5-213802-A-12,3-151213-A-24,0,6.31083069043999,10.0,48000,42
mix_train_000164,train,data/mixes/train/mix_train_000164_snr_+5.wav,5-213802-A-12,3-151213-A-24,5,5.954086442899004,10.0,48000,42
mix_train_000165,train,data/mixes/train/mix_train_000165_snr_-10.wav,2-188822-A-40,3-253081-A-2,-10,7.547387716293314,10.0,48000,42
mix_train_000166,train,data/mixes/train/mix_train_000166_snr_-5.wav,2-188822-A-40,3-253081-A-2,-5,7.009105100325858,10.0,48000,42
mix_train_000167,train,data/mixes/train/mix_train_000167_snr_+0.wav,2-188822-A-40,3-253081-A-2,0,6.382365364457336,10.0,48000,42
mix_train_000168,train,data/mixes/train/mix_train_000168_snr_+5.wav,2-188822-A-40,3-253081-A-2,5,2.797125327978306,10.0,48000,42
mix_train_000169,train,data/mixes/train/mix_train_000169_snr_-10.wav,3-104632-A-12,4-234644-A-2,-10,2.1788316979661815,10.0,48000,42
mix_train_000170,train,data/mixes/train/mix_train_000170_snr_-5.wav,3-104632-A-12,4-234644-A-2,-5,1.3697097447420674,10.0,48000,42
mix_train_000171,train,data/mixes/train/mix_train_000171_snr_+0.wav,3-104632-A-12,4-234644-A-2,0,8.871488182254812,10.0,48000,42
mix_train_000172,train,data/mixes/train/mix_train_000172_snr_+5.wav,3-104632-A-12,4-234644-A-2,5,5.890191784485441,10.0,48000,42
mix_train_000173,train,data/mixes/train/mix_train_000173_snr_-10.wav,3-103051-C-19,2-196688-A-8,-10,4.643329347040713,10.0,48000,42
mix_train_000174,train,data/mixes/train/mix_train_000174_snr_-5.wav,3-103051-C-19,2-196688-A-8,-5,8.089095272407853,10.0,48000,42
mix_train_000175,train,data/mixes/train/mix_train_000175_snr_+0.wav,3-103051-C-19,2-196688-A-8,0,5.605367195274545,10.0,48000,42
mix_train_000176,train,data/mixes/train/mix_train_000176_snr_+5.wav,3-103051-C-19,2-196688-A-8,5,6.746767323991909,10.0,48000,42
mix_train_000177,train,data/mixes/train/mix_train_000177_snr_-10.wav,3-142349-A-17,4-200330-B-6,-10,4.9550173520834955,10.0,48000,42
mix_train_000178,train,data/mixes/train/mix_train_000178_snr_-5.wav,3-142349-A-17,4-200330-B-6,-5,2.951875516627511,10.0,48000,42
mix_train_000179,train,data/mixes/train/mix_train_000179_snr_+0.wav,3-142349-A-17,4-200330-B-6,0,6.248464088894273,10.0,48000,42
mix_train_000180,train,data/mixes/train/mix_train_000180_snr_+5.wav,3-142349-A-17,4-200330-B-6,5,1.044358545104254,10.0,48000,42
mix_train_000181,train,data/mixes/train/mix_train_000181_snr_-10.wav,4-161579-B-40,1-17970-A-4,-10,7.2273632541386,10.0,48000,42
mix_train_000182,train,data/mixes/train/mix_train_000182_snr_-5.wav,4-161579-B-40,1-17970-A-4,-5,2.7507290944985554,10.0,48000,42
mix_train_000183,train,data/mixes/train/mix_train_000183_snr_+0.wav,4-161579-B-40,1-17970-A-4,0,7.432878849385144,10.0,48000,42
mix_train_000184,train,data/mixes/train/mix_train_000184_snr_+5.wav,4-161579-B-40,1-17970-A-4,5,6.5672942112659065,10.0,48000,42
mix_train_000185,train,data/mixes/train/mix_train_000185_snr_-10.wav,2-81731-A-10,5-198891-D-8,-10,1.4017470811251274,10.0,48000,42
mix_train_000186,train,data/mixes/train/mix_train_000186_snr_-5.wav,2-81731-A-10,5-198891-D-8,-5,2.9935862372797732,10.0,48000,42
mix_train_000187,train,data/mixes/train/mix_train_000187_snr_+0.wav,2-81731-A-10,5-198891-D-8,0,7.786690778813278,10.0,48000,42
mix_train_000188,train,data/mixes/train/mix_train_000188_snr_+5.wav,2-81731-A-10,5-198891-D-8,5,4.65169460376138,10.0,48000,42
mix_train_000189,train,data/mixes/train/mix_train_000189_snr_-10.wav,2-81731-A-10,1-77160-A-3,-10,6.340621860690825,10.0,48000,42
mix_train_000190,train,data/mixes/train/mix_train_000190_snr_-5.wav,2-81731-A-10,1-77160-A-3,-5,8.903139624531583,10.0,48000,42
